record_id,source_layer,source_citation,date,year_bce,calculation_window,borrower_raw,lender_raw,borrower_key,lender_key,third_parties,status,loan_type,confidence,amount_raw,currency_or_unit,core_eligibility,verification_status,primary_source_verified,exposure_group_id,exposure_group_key,provisional_scope,provisional_stock_role,stock_counting_rule,amount_rule,decision_status,review_flags,method_notes
VRB-STAGED-0011,secondary_source_records,Hor. Epist. 1.7.80-81,Augustan poetic exemplum; Hor. Epist. 1.7.80-81 [20 BCE],20,outside_current_windows,Volteius Mena,Marcius Philippus,volteius mena,marcius philippus,,advanced,personal loan,high,7000 plus 7000,sestertii,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0111,outside_current_windows|volteius mena|marcius philippus,private_or_unclear_review,possible_active_or_flow_review,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0012,secondary_source_records,Gell. 12.12; Cic. Att. 1.13.3,"Rome, January 25, 61 [61 BCE]",61,65-50 BCE,Cicero,P. Sulla,cicero,p sulla,,unclear,ambiguous financial obligation,low,2000000,sestertii,context_only,online_primary_latin_checked,online_latin_checked_direct_but_not_ciceronian_letter,EG-CLEAN-0069,65-50 BCE|cicero|p sulla,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,low_confidence,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0013,secondary_source_records,Cic. Att. 1.13.3,"Rome, January 25, 61 [61 BCE]",61,65-50 BCE,Messalla Niger,amici,messalla niger,amici,,unclear,ambiguous financial obligation,low,3400000,sestertii,context_only,verboven_only,latin_checked_direct_financial_relation_amount_notation_pending,EG-CLEAN-0080,65-50 BCE|messalla niger|amici,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,low_confidence,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0015,secondary_source_records,Nep. Att. 2.4,Atticus' Athenian residence; Nep. Att. 2.4-5 [86-65 BCE],65,65-50 BCE,Athens,Atticus,athens,atticus,,advanced,credit arrangement,high,unspecified,,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0055,65-50 BCE|athens|atticus,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0018,secondary_source_records,Cic. Rab. Post. 5; Rab. Post. 39,54 BCE; Pro Rabirio Postumo [54 BCE],54,65-50 BCE,Ptolemy XII,his amici,ptolemy xii,his amici,,advanced,credit arrangement,medium,unspecified,,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0089,65-50 BCE|ptolemy xii|his amici,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0019,secondary_source_records,Cic. Att. 6.2.3,Scr. Laodiceae in. m. Mai [50 BCE],50,65-50 BCE,Cluvius,unknown creditor,cluvius,unknown creditor,Cicero through recommendation,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0078,65-50 BCE|cluvius|unknown creditor,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0020,secondary_source_records,Cic. Att. 5.21.10-13; Att. 6.1.5-8; Att. 6.2.7-9; Att. 6.3.5; Cic. Att. 6.1.6,Scr. Laodiceae Id. Febr. a [50 BCE]; Scr. Laodiceae vi K. Mart. a [50 BCE],50,65-50 BCE,Salamis,Brutus,salamis,brutus,Scaptius; Matinius; Cicero as governor; Appius Claudius,disputed,interest/usury,high,106 acknowledged; 200 sought,talents,out_of_scope_public,verboven_only,latin_checked,EG-CLEAN-0099,65-50 BCE|salamis|brutus,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,human_reviewed_appendix_merge,scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.; Exposure group consolidated by 2026-07-13 appendix human review.
VRB-STAGED-0025,secondary_source_records,Cic. Att. 12.24.1 and related Att. 12-16 references,Scr. Asturae xiii K. Apr. a [45 BCE],45,49-44 BCE,young Marcus Cicero,Cicero through Atticus,young marcus cicero,cicero through atticus,Xeno; Eros,requested,credit arrangement,medium,unspecified,,context_only,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0052,49-44 BCE|young marcus cicero|cicero through atticus,cicero_household_or_direct_review,demand_signal_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0027,secondary_source_records,Cic. Fam. 16.9.3,50 BCE,,unknown_window,Tiro or Cicero household,Cicero via M. Curius,tiro or cicero household,cicero via m curius,M. Curius; doctor,requested,credit arrangement,medium,unspecified,,context_only,verboven_only,latin_checked_direct_financial_relation,,,context_only,context_only,exclude_no_live_exposure,missing_amount_review,human_reviewed_excluded_from_exposure_groups,missing_amount;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0030,secondary_source_records,Cic. Att. 13.3.1,Scr. in Tusculano iii K. Iun. a [45 BCE],45,49-44 BCE,Cicero,Scapula estate or sellers,cicero,scapula estate or sellers,,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_financial_context_only,EG-CLEAN-0019,49-44 BCE|cicero|scapula estate or sellers,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0032,secondary_source_records,Cic. Att. 5.21.14; Fam. 5.20.3-4,Scr. Laodiceae Id. Febr. a [50 BCE],50,65-50 BCE,P. Valerius,state or public contract,p valerius,state or public contract,M. Anneius; Q. Paconius Lepta,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0084,65-50 BCE|p valerius|state or public contract,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0036,secondary_source_records,Cic. Phil. 2.44-46,44 BCE; Philippic 2 [44 BCE],44,49-44 BCE,Marc Antony,Antony creditors,marc antony,antony creditors,C. Scribonius Curio,guaranteed,surety/guarantee,high,6000000,sestertii,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0037,49-44 BCE|marc antony|antony creditors,private_or_unclear_review,contingent_exposure_review,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0038,secondary_source_records,Cic. Att. 12.18.3; Att. 12.19.2,Scr. Asturae v Id. Mart a. 709 (45) [45 BCE],45,49-44 BCE,Scribonius Libo,Cicero,scribonius libo,cicero,Egnatius Rufus,disputed,credit arrangement,medium,unspecified,,context_only,verboven_only,latin_checked_financial_claim_surety_role_inferential,EG-CLEAN-0047,49-44 BCE|scribonius libo|cicero,cicero_household_or_direct_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0040,secondary_source_records,Cic. Flacc. 46-50,59 BCE; Pro Flacco [59 BCE],59,65-50 BCE,Heraclides,C. and M. Fufius,heraclides,c and m fufius,Hermippus as surety,overdue,surety/guarantee,high,unspecified,,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0075,65-50 BCE|heraclides|c and m fufius,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,human_reviewed_appendix_merge,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.; Exposure group consolidated by 2026-07-13 appendix human review.
VRB-STAGED-0042,secondary_source_records,Cic. Fam. 6.18.3; Val. Max. 6.2.11,Scr. Romae mense Ianuario a.u.c [45 BCE],45,49-44 BCE,Pompey,unspecified creditor,pompey,unspecified creditor,Q. Paconius Lepta; Ser. Sulpicius Galba,guaranteed,surety/guarantee,high,unspecified,,core_candidate,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0041,49-44 BCE|pompey|unspecified creditor,private_or_unclear_review,contingent_exposure_review,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0044,secondary_source_records,Cic. Fam. 11.10.5,Scr. in castris Dertonae III. Non. Maias a [43 BCE],43,outside_current_windows,Brutus Albinus friends,unspecified lenders,brutus albinus friends,unspecified lenders,Brutus Albinus,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0104,outside_current_windows|brutus albinus friends|unspecified lenders,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0045,secondary_source_records,Cic. Att. 13.42.1; Att. 15.21.1; Att. 15.26.1; Att. 16.1.6,Scr. in Tusculano x K. Quint. a [44 BCE],44,49-44 BCE,young Quintus Cicero,Antony or potential Atticus,young quintus cicero,antony or potential atticus,Atticus,owed,debt repayment,high,400000,sestertii,core_candidate,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0053,49-44 BCE|young quintus cicero|antony or potential atticus,cicero_household_or_direct_review,possible_active_stock,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0047,secondary_source_records,Cic. Q fr. 2.2.1-2,Scr. Romae XIV. Kal. Febr [56 BCE],56,65-50 BCE,Quintus Cicero,Atticus,quintus cicero,atticus,Cicero,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_financial_context_only,EG-CLEAN-0091,65-50 BCE|quintus cicero|atticus,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0048,secondary_source_records,Cic. Q fr. 2.15b.2-3; Q fr. 2.6.4; Q fr. 2.3.1; Att. 4.7.3,Scr. Romae exeunte mense Sextili a.u.c [54 BCE]; Scr. Romae exeunte mense Sextili a.u.c. 700 [56 BCE],54,65-50 BCE,Quintus Cicero,unspecified creditors,quintus cicero,unspecified creditors,Pompey; Caesar,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0093,65-50 BCE|quintus cicero|unspecified creditors,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,human_reviewed_appendix_merge,low_confidence;missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.; Exposure group consolidated by 2026-07-13 appendix human review.
VRB-STAGED-0053,secondary_source_records,Cic. Fam. 9.4; Att. 13.2; Att. 13.18.3; Att. 13.19.2,Scr. in Tusculano mense Iunio a.u.c [45 BCE],45,49-44 BCE,Cocceius,Cicero,cocceius,cicero,Varro,disputed,credit arrangement,medium,unspecified,,core_candidate,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0027,49-44 BCE|cocceius|cicero,cicero_household_or_direct_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0055,secondary_source_records,Cic. Fam. 13.61,Scr. in Cilicia a.u.c [51 BCE],51,65-50 BCE,Nicaea,young T. Pinnius,nicaea,young t pinnius,P. Silius; Cicero,owed,debt repayment,high,8000000,sestertii,out_of_scope_public,verboven_only,latin_checked,EG-CLEAN-0082,65-50 BCE|nicaea|young t pinnius,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0056,secondary_source_records,Cic. Fam. 13.55; Fam. 13.57,Scr. in Cilicia exeunte mense Decembri a.u.c [51 BCE],51,65-50 BCE,Sardis,M. Anneius,sardis,m anneius,Cicero,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0100,65-50 BCE|sardis|m anneius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0057,secondary_source_records,Cic. Fam. 13.14,Scr. Romae a.u.c [46 BCE],46,49-44 BCE,P. Cornelius,L. Titius Strabo,p cornelius,l titius strabo,Brutus; Cicero,owed,debt repayment,high,unspecified,,core_candidate,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0038,49-44 BCE|p cornelius|l titius strabo,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0058,secondary_source_records,Cic. Fam. 13.56.2-3,Scr. in Cilicia a.u.c [51 BCE],51,65-50 BCE,Philocles,Cluvius,philocles,cluvius,Cluvius procurators; Minucius Thermus,owed,debt repayment,high,unspecified,,out_of_scope_public,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0085,65-50 BCE|philocles|cluvius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0061,secondary_source_records,Cic. Fam. 13.65.1,Scr. in Cilicia exeunte anno u.c. 703 [51 BCE],51,65-50 BCE,Faberius or debtor to Cicero,Cicero,faberius or debtor to cicero,cicero,Oppius; Balbus,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0073,65-50 BCE|faberius or debtor to cicero|cicero,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0062,secondary_source_records,Cic. Fam. 13.56; Cic. Att. 6.2.3 and related Atticus references,Scr. in Cilicia a.u.c [50 BCE],50,65-50 BCE,investment debtors or cities,Cluvius,investment debtors or cities,cluvius,Atticus; Cluvius procurators,owed,debt repayment,high,unspecified,,out_of_scope_public,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0077,65-50 BCE|investment debtors or cities|cluvius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0064,secondary_source_records,Cic. Fam. 13.29.8; Att. 16.16c,Scr. Romae ineunte anno u.c. 708 [46 BCE],46,49-44 BCE,Buthrotum,Plotius Plancus,buthrotum,plotius plancus,Cicero; Ateius Capito,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0001,49-44 BCE|buthrotum|plotius plancus,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,lender_unclear;low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0065,secondary_source_records,Cic. Fam. 13.41; Fam. 13.42,Scr. Romae a.u.c [59 BCE],59,65-50 BCE,city of Byllis,L. Lucceius,city of byllis,l lucceius,Cicero; L. Culleolus,owed,debt repayment,high,,,out_of_scope_public,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0071,65-50 BCE|city of byllis|l lucceius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0066,secondary_source_records,Cic. Fam. 5.5; Att. 2.1.12,Scr. Romae m. Iun. a [60 BCE],60,65-50 BCE,city of Sicyon,C. Octavius,city of sicyon,c octavius,Cicero as recommender,unclear,ambiguous financial obligation,medium,,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0072,65-50 BCE|city of sicyon|c octavius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0067,secondary_source_records,Cic. Ad Brut. 14.4,"Scr. Romae v Id. Quint, a. 711 (43) [43 BCE]",43,outside_current_windows,city of Dyrrhachium,C. Flavius,city of dyrrhachium,c flavius,Cicero as arbiter,unclear,ambiguous financial obligation,low,,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0106,outside_current_windows|city of dyrrhachium|c flavius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount;scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0068,secondary_source_records,Cic. Att. 5.21.10-13; Att. 6.1.4-8; Att. 6.2.7-9; Att. 6.3.5,Scr. Laodiceae Id. Febr. a [50 BCE],50,65-50 BCE,Ariobarzanes III,unspecified creditor,ariobarzanes iii,unspecified creditor,,owed,debt repayment,high,huge sums,,out_of_scope_public,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0097,65-50 BCE|ariobarzanes iii|unspecified creditor,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0069,secondary_source_records,Cic. Fam. 2.12.2; Fam. 8.2.9; Fam. 8.4.5; Fam. 8.8.10; Fam. 8.9.3; Fam. 8.11.4,"Fam. 8 dossier, chiefly 50 BCE; exact dates vary by letter [50 BCE]",50,65-50 BCE,unspecified parties under syngrapha Sittiana,M. Caelius Rufus or represented interest,unspecified parties under syngrapha sittiana,m caelius rufus or represented interest,Caelius procurators; Cicero,disputed,credit arrangement,medium,,,context_only,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0102,65-50 BCE|unspecified parties under syngrapha sittiana|m caelius rufus or represented interest,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0070,secondary_source_records,Cic. Fam. 13.72,Scr. Romae a.u.c [46 BCE],46,49-44 BCE,unspecified Asian nomina/debtors,Caerellia,unspecified asian nomina debtors,caerellia,Cicero as recommender; provincial governor,owed,credit arrangement,medium,,,context_only,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0051,49-44 BCE|unspecified asian nomina debtors|caerellia,private_or_unclear_review,possible_active_stock,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0071,secondary_source_records,Cic. Fam. 13.63,Scr. Laodiceae mense Februario a.u.c [50 BCE],50,65-50 BCE,unspecified Bithynia-Pontus debtors,M. Laenius,unspecified bithynia pontus debtors,m laenius,Cicero as recommender; P. Silius as governor,unclear,ambiguous financial obligation,medium,,,out_of_scope_public,verboven_only,latin_checked_public_financial_context,EG-CLEAN-0101,65-50 BCE|unspecified bithynia pontus debtors|m laenius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0072,secondary_source_records,Cic. Att. 15.15.1; Att. 15.17.1; Att. 15.20.4,Scr. in Antiati Id. Iun. a [44 BCE],44,49-44 BCE,Cicero,Arpinum,cicero,arpinum,Atticus; Eros; unnamed deposit-holder,repaid,debt repayment,high,100000,sestertii,out_of_scope_public,verboven_only,latin_checked,EG-CLEAN-0007,49-44 BCE|cicero|arpinum,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0073,secondary_source_records,Cic. Att. 2.7.5,Scr. Anti medio m. Apr. a. 695 (59) [59 BCE],59,65-50 BCE,Quintus Cicero,Castricius,quintus cicero,castricius,Cicero; Atticus,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_financial_context_only,EG-CLEAN-0092,65-50 BCE|quintus cicero|castricius,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0074,secondary_source_records,Cic. Att. 6.8.5,Scr. in Cilicia a. 704 (50) [50 BCE],50,65-50 BCE,Cicero,Numerius of Puteoli,cicero,numerius of puteoli,Atticus,repaid,debt repayment,medium,small debt,,core_candidate,verboven_only,latin_checked,EG-CLEAN-0068,65-50 BCE|cicero|numerius of puteoli,cicero_household_or_direct_review,closed_or_transfer_review,single_record_exposure_pending_group_review,observed_amount_needs_amount_table_join,provisional_rule_based,,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0075,secondary_source_records,Cic. Att. 9.15.5,Scr. in Formiano viii K Apr. a. 70; (49) [49 BCE],49,49-44 BCE,Cicero,Philargyrus,cicero,philargyrus,Atticus,unclear,ambiguous financial obligation,low,small sum,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0017,49-44 BCE|cicero|philargyrus,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,low_confidence,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0076,secondary_source_records,Cic. Att. 14.18.2; Att. 14.20.2,Scr. in Pompeiano vii Id. Mai. a. 710 (44) [44 BCE],44,49-44 BCE,Cicero,Patulcius,cicero,patulcius,Atticus,repaid,debt repayment,medium,unspecified,,core_candidate,verboven_only,latin_checked,EG-CLEAN-0016,49-44 BCE|cicero|patulcius,cicero_household_or_direct_review,closed_or_transfer_review,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0077,secondary_source_records,Cic. Att. 11.7.6,Scr. Brundisi iv K. Dec. a [48 BCE],48,49-44 BCE,Cicero/Tullia household,Tullia's creditors,cicero tullia household,tullia s creditors,Atticus; Tullia,unclear,ambiguous financial obligation,low,unspecified,,context_only,verboven_only,latin_checked_no_discrete_loan,EG-CLEAN-0006,49-44 BCE|cicero tullia household|tullia s creditors,cicero_household_or_direct_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,low_confidence;missing_amount,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0078,secondary_source_records,Cic. Fam. 13.56,Scr. in Cilicia a.u.c [51 BCE],51,65-50 BCE,Mylasa and Alabanda,Cluvius,mylasa and alabanda,cluvius,procuratores,owed,debt repayment,high,unspecified,,out_of_scope_public,verboven_only,latin_checked_direct_financial_relation,EG-CLEAN-0054,65-50 BCE|mylasa and alabanda|cluvius,public_or_context_review,excluded_scope_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;scope_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0079,secondary_source_records,Plin. Ep. 3.19.8,ca. early 2nd c. CE; Plin. Ep. 3.19.7-8 [100-150 CE],,unknown_window,Pliny,Pliny's mother-in-law,pliny,pliny s mother in law,,advanced,personal loan,high,3000000,sestertii,out_of_scope_non_letter,verboven_only,online_latin_checked,EG-CLEAN-0115,unknown_window|pliny|pliny s mother in law,public_or_context_review,excluded_scope_review,manual_review_required,observed_amount_needs_amount_table_join,provisional_rule_based_needs_review,scope_review;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0080,secondary_source_records,Plut. Ant. 1,before c. 71 BCE? (conjectural: event in the lifetime of Antonius Creticus),,unknown_window,unnamed friend needing money,M. Antonius Creticus,unnamed friend needing money,m antonius creticus,silver bowl gift-like aid,unclear,ambiguous financial obligation,medium,unspecified,,out_of_scope_non_letter,verboven_only,online_translation_checked,EG-CLEAN-0117,unknown_window|unnamed friend needing money|m antonius creticus,private_or_unclear_review,ambiguous_or_context_review,manual_review_required,missing_amount_review,provisional_rule_based_needs_review,missing_amount;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
VRB-STAGED-0081,secondary_source_records,Plut. Cat. Min. 6.4,c. 80-72 BCE? (conjectural: young-adult Cato before his military career),,unknown_window,friends of Cato,Cato the Younger,friends of cato,cato younger,friends pledged lands and slaves to the public treasury,advanced,personal loan,high,unspecified,,out_of_scope_non_letter,verboven_only,online_translation_checked,EG-CLEAN-0114,unknown_window|friends of cato|cato younger,private_or_unclear_review,possible_active_or_flow_review,single_record_exposure_pending_group_review,missing_amount_review,human_reviewed_appendix_merge,missing_amount;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.; Exposure group consolidated by 2026-07-13 appendix human review.
VRB-STAGED-0082,secondary_source_records,Sall. Cat. 48.5; Plut. Crass. 3.1; Plut. Crass. 7.2,63 BCE for Sall. Cat. 48.5; Plutarchan practice anecdotes otherwise undated,,unknown_window,Crassus' amici,Crassus,crassus amici,crassus,,advanced,personal loan,medium,unspecified,,out_of_scope_non_letter,verboven_only,online_translation_checked_sallust_checked_not_financial_relation,EG-CLEAN-0112,unknown_window|crassus amici|crassus,private_or_unclear_review,possible_active_or_flow_review,single_record_exposure_pending_group_review,missing_amount_review,provisional_rule_based_needs_review,missing_amount;window_review,Clean Stage 1 provisional grouping from canonical borrower/lender/window only; no legacy group ids used.
